receipt_no,sale_datetime,item_code,size,qty,unit_price,member_id,payment
NM-002439,29/03/2569 09:42,C05,M,1,70,M0407,QR
NM-002440,29/03/2569 09:49,C06,S,3,65,,CASH
NM-002440,29/03/2569 09:49,C03,S,1,55,,CASH
NM-002441,29/03/2569 09:49,T04,M,1,60,,QR
NM-002442,29/03/2569 10:03,B03,,1,85,M0731,QR
NM-002443,29/03/2569 10:14,T04,M,1,60,M0156,QR
NM-002444,29/03/2569 10:15,C04,L,1,75,M0198,QR
NM-002445,29/03/2569 10:17,T01,M,1,55,,QR
NM-002445,29/03/2569 10:17,B02,,1,50,,QR
NM-002446,29/03/2569 10:38,C03,L,2,75,M0623,QR
NM-002446,29/03/2569 10:38,B03,,1,85,M0623,QR
NM-002447,29/03/2569 10:41,B01,,1,55,,QR
NM-002447,29/03/2569 10:41,C02,M,1,55,,QR
NM-002448,29/03/2569 11:12,C01,L,3,65,,QR
NM-002448,29/03/2569 11:12,B04,,1,75,,QR
NM-002449,29/03/2569 11:15,T02,L,1,80,M0353,QR
NM-002450,29/03/2569 11:47,B01,,1,55,,CASH
NM-002450,29/03/2569 11:47,T02,S,1,60,,CASH
NM-002451,29/03/2569 12:08,B04,,2,75,,QR
NM-002452,29/03/2569 12:21,T02,S,1,60,,CASH
NM-002452,29/03/2569 12:21,B03,,1,85,,CASH
NM-002453,29/03/2569 12:23,C02,L,1,65,,CASH
NM-002453,29/03/2569 12:23,B01,,1,55,,CASH
NM-002453,29/03/2569 12:23,T02,M,1,,,CASH
NM-002454,29/03/2569 13:06,C03,L,1,75,,CARD
NM-002455,29/03/2569 13:38,T05,M,1,60,M0416,QR
NM-002455,29/03/2569 13:38,B01,,1,55,M0416,QR
NM-002456,29/03/2569 13:41,T02,M,1,70,,QR
NM-002457,29/03/2569 13:42,T03,S,1,40,M0605,QR
NM-002458,29/03/2569 13:48,B01,,1,55,M0468,CASH
NM-002459,29/03/2569 13:52,C04,L,1,75,,QR
NM-002460,29/03/2569 14:06,C06,S,1,65,,QR
NM-002461,29/03/2569 14:07,C06,M,1,75,,CARD
NM-002462,29/03/2569 15:01,C03,M,2,65,,CARD
NM-002463,29/03/2569 15:06,C03,M,1,65,,CASH
NM-002463,29/03/2569 15:06,B03,,1,85,,CASH
NM-002464,29/03/2569 15:32,C03,S,3,55,,CARD
NM-002464,29/03/2569 15:32,B03,,1,85,,CARD
NM-002464,29/03/2569 15:32,B02,,1,50,,CARD
NM-002465,29/03/2569 15:59,B02,,2,50,M0089,QR
NM-002466,29/03/2569 16:03,T03,M,1,50,,QR
NM-002467,29/03/2569 16:13,C03,S,1,55,,CASH
NM-002467,29/03/2569 16:13,C06,M,1,75,,CASH
NM-002468,29/03/2569 16:43,B03,,1,85,,QR
NM-002469,29/03/2569 16:46,C04,M,1,65,M0107,CASH
NM-002469,29/03/2569 16:46,T05,L,1,70,M0107,CASH
NM-002470,29/03/2569 17:43,B01,,1,55,,QR
NM-002471,29/03/2569 18:27,C06,,1,85,,CARD
NM-002472,29/03/2569 18:54,B03,,1,85,,CASH
NM-002473,29/03/2569 19:23,B02,,1,50,,QR
NM-002473,29/03/2569 19:23,T05,L,1,70,,QR
NM-002474,30/03/2569 07:03,C06,L,1,85,M0232,CASH
NM-002474,30/03/2569 07:03,B03,,1,85,M0232,CASH
NM-002475,30/03/2569 07:05,C03,M,1,65,,CARD
NM-002476,30/03/2569 08:49,C06,L,1,85,M0521,QR
NM-002477,30/03/2569 08:53,T01,S,1,45,,QR
NM-002477,30/03/2569 08:53,B04,,1,75,,QR
NM-002477,30/03/2569 08:53,C06,L,1,85,,QR
NM-002478,30/03/2569 09:01,C05,M,1,70,M0289,QR
NM-002479,30/03/2569 09:02,C02,S,1,45,,QR
NM-002479,30/03/2569 09:02,B01,,1,55,,QR
NM-002479,30/03/2569 09:02,C06,M,1,75,,QR
NM-002480,30/03/2569 09:10,T02,S,1,60,M0356,CASH
NM-002481,30/03/2569 09:20,C02,L,1,65,,QR
NM-002482,30/03/2569 09:36,C04,S,1,55,,QR
NM-002483,30/03/2569 10:01,T05,M,1,60,M0331,QR
NM-002484,30/03/2569 10:20,T04,L,1,70,,QR
NM-002485,30/03/2569 10:26,B03,,1,85,M0235,CARD
NM-002486,30/03/2569 10:33,C05,S,1,,M0775,QR
NM-002487,30/03/2569 11:02,C04,L,1,75,M0275,CASH
NM-002488,30/03/2569 11:03,C04,L,1,75,,CARD
NM-002489,30/03/2569 11:28,C02,M,1,55,,QR
NM-002490,30/03/2569 11:44,C06,M,1,75,M0382,CARD
NM-002491,30/03/2569 13:19,B03,,1,85,M0480,CARD
NM-002492,30/03/2569 13:37,B03,,1,85,M0358,CASH
NM-002493,30/03/2569 14:04,T01,M,1,55,,CASH
NM-002493,30/03/2569 14:04,B02,,1,50,,CASH
NM-002494,30/03/2569 14:28,T05,M,1,60,,QR
NM-002495,30/03/2569 14:48,B02,,1,50,M0434,QR
NM-002496,30/03/2569 14:55,T04,M,2,60,,CASH
NM-002497,30/03/2569 16:12,B03,,1,85,,CASH
NM-002498,30/03/2569 16:54,B02,,2,50,M0782,QR
NM-002499,30/03/2569 17:59,T02,L,3,80,,CASH
NM-002499,30/03/2569 17:59,B01,,1,55,,CASH
NM-002500,30/03/2569 18:22,C02,L,1,65,M0072,QR
NM-002501,30/03/2569 18:37,T02,M,3,70,M0634,QR
NM-002502,30/03/2569 19:28,C02,M,1,55,M0636,QR
NM-002502,30/03/2569 19:28,B01,,1,55,M0636,QR
NM-002502,30/03/2569 19:28,T03,M,1,50,M0636,QR
NM-002503,31/03/2569 07:04,T02,L,1,80,M0275,CASH
NM-002503,31/03/2569 07:04,B02,,1,50,M0275,CASH
NM-002504,31/03/2569 07:51,T01,S,1,45,,QR
NM-002504,31/03/2569 07:51,B02,,1,50,,QR
NM-002505,31/03/2569 08:18,C04,L,1,75,,QR
NM-002506,31/03/2569 08:37,C03,M,33,65,,CARD
NM-002507,31/03/2569 08:41,C02,M,1,55,,QR
NM-002507,31/03/2569 08:41,B01,,1,55,,QR
NM-002508,31/03/2569 08:54,C03,S,1,55,M0360,CASH
NM-002508,31/03/2569 08:54,B03,,1,85,M0360,CASH
NM-002508,31/03/2569 08:54,T03,S,1,40,M0360,CASH
NM-002509,31/03/2569 09:01,T04,S,1,50,,CARD
NM-002510,31/03/2569 09:14,C04,S,1,55,M0315,CASH
NM-002511,31/03/2569 09:38,C01,M,1,55,M0781,QR
NM-002511,31/03/2569 09:38,B04,,1,75,M0781,QR
NM-002512,31/03/2569 10:15,B01,,2,55,,QR
NM-002513,31/03/2569 10:27,C02,L,1,65,,CARD
NM-002514,31/03/2569 10:59,C02,S,1,45,,CASH
NM-002514,31/03/2569 10:59,B01,,1,55,,CASH
NM-002515,31/03/2569 11:06,C01,S,1,45,,CARD
NM-002516,31/03/2569 11:11,C06,M,2,75,M0800,QR
NM-002517,31/03/2569 11:30,T02,M,1,70,,QR
NM-002518,31/03/2569 11:47,B01,,1,55,M0081,CARD
NM-002519,31/03/2569 11:51,B02,,2,50,M0793,QR
NM-002520,31/03/2569 11:57,T01,M,1,55,M0706,QR
NM-002521,31/03/2569 12:03,B01,,1,55,,QR
NM-002521,31/03/2569 12:03,T01,M,1,55,,QR
NM-002522,31/03/2569 12:05,B01,,1,55,,QR
NM-002523,31/03/2569 12:10,T03,M,1,50,M0786,QR
NM-002524,31/03/2569 12:41,T04,S,2,50,,QR
NM-002524,31/03/2569 12:41,B03,,1,85,,QR
NM-002525,31/03/2569 12:55,C03,L,1,75,,CARD
NM-002525,31/03/2569 12:55,B03,,1,85,,CARD
NM-002526,31/03/2569 13:57,C06,L,1,85,,CASH
NM-002527,31/03/2569 14:00,T03,,3,50,,QR
NM-002528,31/03/2569 14:22,C05,,1,80,M0533,CASH
NM-002528,31/03/2569 14:22,T04,S,1,50,M0533,CASH
NM-002529,31/03/2569 15:14,T03,M,1,50,,QR
NM-002530,31/03/2569 16:15,B01,,1,55,M0767,CARD
NM-002530,31/03/2569 16:15,T01,M,1,55,M0767,CARD
NM-002531,31/03/2569 16:50,C04,M,1,65,M0166,CASH
NM-002532,31/03/2569 17:39,T01,L,1,65,,QR
NM-002532,31/03/2569 17:39,B02,,1,50,,QR
NM-002533,31/03/2569 17:46,C03,L,1,75,M0624,CARD
NM-002533,31/03/2569 17:46,B03,,1,85,M0624,CARD
NM-002534,31/03/2569 18:43,C04,M,1,65,M0797,CASH
NM-002535,31/03/2569 19:09,C06,M,3,75,,QR
NM-002536,31/03/2569 19:11,T01,L,1,65,M0327,CASH
NM-002536,31/03/2569 19:11,B02,,1,50,M0327,CASH
NM-002537,31/03/2569 19:21,T03,M,1,50,,QR
NM-002538,31/03/2569 19:22,T01,L,1,65,,QR
NM-002539,01/04/2569 08:05,T01,M,1,55,,CARD
NM-002539,01/04/2569 08:05,B02,,1,50,,CARD
NM-002540,01/04/2569 08:15,C05,L,2,80,M0168,QR
NM-002541,01/04/2569 08:58,C04,M,1,65,M0454,CARD
NM-002541,01/04/2569 08:58,B03,,1,85,M0454,CARD
NM-002542,01/04/2569 09:05,B03,,1,85,M0318,QR
NM-002543,01/04/2569 09:10,C04,M,1,65,M0796,QR
NM-002544,01/04/2569 10:18,B03,,1,85,,QR
NM-002545,01/04/2569 10:18,C04,S,1,55,,QR
NM-002545,01/04/2569 10:18,B01,,1,55,,QR
NM-002546,01/04/2569 10:29,C03,M,1,,M0610,CASH
NM-002547,01/04/2569 11:38,T05,M,2,60,M0372,CARD
NM-002547,01/04/2569 11:38,B04,,1,75,M0372,CARD
NM-002548,01/04/2569 12:44,B01,,1,55,,CASH
NM-002549,01/04/2569 13:00,T02,M,0,70,M0342,QR
NM-002550,01/04/2569 13:15,C05,M,1,70,M0553,CARD
NM-002550,01/04/2569 13:15,B03,,1,85,M0553,CARD
NM-002551,01/04/2569 13:15,C02,L,1,65,M0011,CASH
NM-002551,01/04/2569 13:15,B01,,1,55,M0011,CASH
NM-002552,01/04/2569 13:54,C06,M,2,75,,CARD
NM-002553,01/04/2569 14:05,C06,L,2,85,,QR
NM-002553,01/04/2569 14:05,B03,,1,85,,QR
NM-002554,01/04/2569 14:42,B03,,1,85,M0641,QR
NM-002554,01/04/2569 14:42,B04,,1,75,M0641,QR
NM-002555,01/04/2569 15:04,T04,S,1,50,,QR
NM-002556,01/04/2569 15:19,T01,M,1,55,,CASH
NM-002557,01/04/2569 15:36,T04,L,1,70,,CASH
NM-002558,01/04/2569 16:43,C02,M,1,55,,CARD
NM-002558,01/04/2569 16:43,B01,,1,55,,CARD
NM-002559,01/04/2569 17:09,T02,L,1,80,M0287,QR
NM-002560,01/04/2569 17:17,B01,,2,55,M0074,CASH
NM-002561,01/04/2569 17:20,C04,L,2,75,M0325,CASH
NM-002562,01/04/2569 17:45,T05,M,1,60,,QR
NM-002562,01/04/2569 17:45,C06,S,1,65,,QR
NM-002563,01/04/2569 17:54,T01,M,-1,55,M0273,QR
NM-002563,01/04/2569 17:54,B02,,1,50,M0273,QR
NM-002564,01/04/2569 18:01,T05,L,1,70,,CASH
NM-002564,01/04/2569 18:01,C02,M,1,55,,CASH
NM-002565,01/04/2569 18:02,T01,L,1,65,M0031,QR
NM-002566,02/04/2569 07:57,C01,L,2,65,,QR
NM-002566,02/04/2569 07:57,B02,,1,50,,QR
NM-002567,02/04/2569 08:32,C03,M,39,65,,CARD
NM-002568,02/04/2569 08:38,B04,,3,75,,QR
NM-002569,02/04/2569 08:51,B04,,1,75,M0313,CASH
NM-002570,02/04/2569 09:17,C03,M,1,65,M0264,CASH
NM-002571,02/04/2569 09:19,B04,,1,75,,QR
NM-002572,02/04/2569 09:30,C02,M,1,55,M0097,CARD
NM-002573,02/04/2569 11:12,C06,L,2,85,,QR
NM-002574,02/04/2569 11:18,C03,M,1,65,,QR
NM-002574,02/04/2569 11:18,B03,,1,85,,QR
NM-002574,02/04/2569 11:18,C06,M,1,75,,QR
NM-002575,02/04/2569 11:57,C01,L,3,65,,QR
NM-002575,02/04/2569 11:57,B04,,1,75,,QR
NM-002576,02/04/2569 13:21,B04,,2,75,,CARD
NM-002577,02/04/2569 13:23,T03,M,1,50,M0315,QR
NM-002578,02/04/2569 13:31,B04,,1,75,,CASH
NM-002579,02/04/2569 14:00,C03,M,3,65,,QR
NM-002580,02/04/2569 14:12,T01,M,1,55,M0115,QR
NM-002581,02/04/2569 15:23,T03,S,1,40,,CARD
NM-002582,02/04/2569 15:34,T02,M,1,70,M0033,QR
NM-002583,02/04/2569 16:12,T04,M,1,60,M0462,CARD
NM-002583,02/04/2569 16:12,T04,M,1,60,M0462,CARD
NM-002584,02/04/2569 16:25,C03,S,1,55,,CARD
NM-002584,02/04/2569 16:25,B03,,1,85,,CARD
NM-002585,02/04/2569 17:31,C06,L,1,85,M0059,CARD
NM-002586,02/04/2569 19:24,T02,M,1,70,,CARD
NM-002587,02/04/2569 19:58,T01,M,2,55,,CARD
NM-002587,02/04/2569 19:58,B02,,1,50,,CARD
NM-002588,03/04/2569 07:14,T03,M,1,50,M0095,CARD
NM-002589,03/04/2569 07:31,C03,M,2,65,,QR
NM-002589,03/04/2569 07:31,B03,,1,85,,QR
NM-002590,03/04/2569 08:18,C02,M,1,55,,QR
NM-002590,03/04/2569 08:18,B03,,1,85,,QR
NM-002591,03/04/2569 08:52,C03,S,1,55,,QR
NM-002591,03/04/2569 08:52,B03,,1,85,,QR
NM-002592,03/04/2569 08:56,C05,M,3,70,,QR
NM-002592,03/04/2569 08:56,B02,,1,50,,QR
NM-002593,03/04/2569 09:27,T02,M,1,70,,QR
NM-002593,03/04/2569 09:27,B03,,1,85,,QR
NM-002594,03/04/2569 09:45,C02,M,1,55,,CASH
NM-002594,03/04/2569 09:45,B01,,1,55,,CASH
NM-002595,03/04/2569 10:15,T01,M,1,55,,QR
NM-002595,03/04/2569 10:15,B02,,1,50,,QR
NM-002596,03/04/2569 10:18,C01,L,2,65,,QR
NM-002597,03/04/2569 10:51,C04,M,2,65,,QR
NM-002598,03/04/2569 11:40,T01,M,1,55,,QR
NM-002598,03/04/2569 11:40,B02,,1,50,,QR
NM-002598,03/04/2569 11:40,C01,L,1,65,,QR
NM-002599,03/04/2569 11:52,B03,,1,85,M0282,QR
NM-002600,03/04/2569 11:55,T01,S,1,45,M0513,CASH
NM-002600,03/04/2569 11:55,B02,,0,50,M0513,CASH
NM-002601,03/04/2569 01:30,C02,S,2,45,,QR
NM-002601,03/04/2569 01:30,B01,,1,55,,QR
NM-002602,03/04/2569 13:13,T05,L,1,70,,CARD
NM-002602,03/04/2569 13:13,C02,L,1,65,,CARD
NM-002603,03/04/2569 13:33,B01,,2,55,,CARD
NM-002604,03/04/2569 13:39,B03,,1,85,M0546,QR
NM-002605,03/04/2569 14:01,C05,M,2,70,,CASH
NM-002606,03/04/2569 14:32,C02,M,1,55,,QR
NM-002607,03/04/2569 14:42,T05,S,2,50,,CASH
NM-002607,03/04/2569 14:42,T05,S,2,50,,CASH
NM-002608,03/04/2569 15:08,T02,S,1,60,,QR
NM-002609,03/04/2569 15:30,C02,L,2,65,,CASH
NM-002609,03/04/2569 15:30,B01,,1,55,,CASH
NM-002610,03/04/2569 15:54,B04,,1,75,M0437,QR
NM-002611,03/04/2569 16:08,T04,M,1,60,M0284,QR
NM-002612,03/04/2569 16:21,B01,,1,55,,QR
NM-002612,03/04/2569 16:21,C03,M,1,,,QR
NM-002613,03/04/2569 17:12,C01,M,1,55,M0236,QR
NM-002613,03/04/2569 17:12,B04,,1,75,M0236,QR
NM-002614,04/04/2569 07:48,B04,,2,75,,CARD
NM-002615,04/04/2569 08:14,C02,S,2,45,,QR
NM-002616,04/04/2569 08:42,B03,,1,85,,CASH
NM-002617,04/04/2569 08:47,B01,,1,55,M0315,QR
NM-002618,04/04/2569 09:24,C02,L,1,65,M0436,CARD
NM-002619,04/04/2569 09:25,B04,,1,75,M0358,CARD
NM-002620,04/04/2569 09:54,T01,S,1,,,QR
NM-002621,04/04/2569 10:17,C05,M,1,70,,CASH
NM-002622,04/04/2569 10:38,T05,M,1,60,,CARD
NM-002623,04/04/2569 10:45,C01,M,1,55,,QR
NM-002623,04/04/2569 10:45,B04,,1,75,,QR
NM-002624,04/04/2569 10:51,C03,L,1,75,M0075,QR
NM-002624,04/04/2569 10:51,B03,,1,85,M0075,QR
NM-002625,04/04/2569 11:56,C02,M,1,55,M0328,QR
NM-002625,04/04/2569 11:56,B01,,1,55,M0328,QR
NM-002626,04/04/2569 11:59,T04,M,1,60,M0624,QR
NM-002627,04/04/2569 13:35,T01,S,2,45,,QR
NM-002627,04/04/2569 13:35,B03,,1,85,,QR
NM-002628,04/04/2569 13:52,C06,M,3,75,M0249,QR
NM-002629,04/04/2569 14:56,B01,,1,,,CARD
NM-002630,04/04/2569 16:46,C05,S,1,60,M0709,QR
NM-002631,04/04/2569 17:18,T03,S,1,40,M0277,QR
NM-002631,04/04/2569 17:18,B02,,1,50,M0277,QR
NM-002631,04/04/2569 17:18,C02,M,1,55,M0277,QR
NM-002632,04/04/2569 17:36,C02,L,3,65,M0105,CASH
NM-002632,04/04/2569 17:36,B01,,1,55,M0105,CASH
NM-002633,04/04/2569 18:00,T02,,1,70,,QR
NM-002634,04/04/2569 18:49,C01,S,2,45,,CARD
NM-002635,04/04/2569 19:24,C04,S,1,55,,CASH
NM-002636,05/04/2569 07:31,T01,S,1,45,M0702,CASH
NM-002637,05/04/2569 08:00,B01,,3,55,,QR
NM-002638,05/04/2569 08:04,C04,M,1,65,M0470,CARD
NM-002639,05/04/2569 08:20,C04,M,1,65,M0584,CARD
NM-002640,05/04/2569 08:21,C06,M,1,75,,CASH
NM-002641,05/04/2569 08:26,C05,L,1,80,,QR
NM-002641,05/04/2569 08:26,C05,L,1,80,,QR
NM-002641,05/04/2569 08:26,B04,,1,75,,QR
NM-002642,05/04/2569 08:30,B04,,1,75,,QR
NM-002643,05/04/2569 08:44,T02,M,1,70,,QR
NM-002644,05/04/2569 09:08,C02,L,1,65,,QR
NM-002645,05/04/2569 10:11,C06,M,1,75,M0744,CASH
NM-002646,05/04/2569 10:40,C05,M,1,70,M0031,CASH
NM-002647,05/04/2569 10:40,C06,M,1,75,,CARD
NM-002648,05/04/2569 11:16,C05,S,2,60,M0059,CARD
NM-002649,05/04/2569 11:30,C05,M,1,70,M0383,CASH
NM-002649,05/04/2569 11:30,B04,,1,75,M0383,CASH
NM-002650,05/04/2569 11:52,T01,M,2,55,M0201,CASH
NM-002651,05/04/2569 11:59,C06,M,2,75,M0532,QR
NM-002652,05/04/2569 12:05,B04,,1,,M0560,CASH
NM-002653,05/04/2569 13:05,C05,M,2,70,,CASH
NM-002654,05/04/2569 14:50,B04,,1,,,QR
NM-002655,05/04/2569 14:54,B01,,1,55,,QR
NM-002655,05/04/2569 14:54,C04,M,1,65,,QR
NM-002656,05/04/2569 14:56,T02,L,2,80,,CARD
NM-002657,05/04/2569 15:11,C02,S,1,45,,CARD
NM-002657,05/04/2569 15:11,B01,,1,55,,CARD
NM-002658,05/04/2569 15:11,C03,S,1,55,,QR
NM-002659,05/04/2569 15:34,T02,M,1,70,M0409,QR
NM-002659,05/04/2569 15:34,B03,,1,85,M0409,QR
NM-002659,05/04/2569 15:34,T05,L,1,70,M0409,QR
NM-002660,05/04/2569 15:53,B04,,2,75,M0800,QR
NM-002661,05/04/2569 15:56,C03,M,1,65,,QR
NM-002661,05/04/2569 15:56,B03,,1,85,,QR
NM-002662,05/04/2569 16:19,C03,L,1,75,,CASH
NM-002662,05/04/2569 16:19,B03,,1,85,,CASH
NM-002663,05/04/2569 16:22,C02,M,1,55,M0686,QR
NM-002664,05/04/2569 16:39,T05,M,1,60,M0242,QR
NM-002665,05/04/2569 16:39,B03,,2,85,,QR
NM-002666,05/04/2569 16:41,B04,,1,75,,QR
NM-002667,05/04/2569 16:46,C06,M,1,75,,QR
NM-002667,05/04/2569 16:46,T04,M,1,60,,QR
NM-002668,05/04/2569 18:13,C03,S,2,55,M0264,QR
NM-002668,05/04/2569 18:13,B03,,1,85,M0264,QR
NM-002668,05/04/2569 18:13,T01,S,1,45,M0264,QR
NM-002669,05/04/2569 18:56,T04,S,1,50,M0350,CARD
NM-002669,05/04/2569 18:56,B04,,1,75,M0350,CARD
NM-002670,06/04/2569 07:03,C03,M,1,65,,CASH
NM-002670,06/04/2569 07:03,B03,,1,85,,CASH
NM-002671,06/04/2569 07:14,B04,,1,75,,CASH
NM-002672,06/04/2569 07:56,B02,,1,50,,QR
NM-002673,06/04/2569 08:02,C02,L,1,65,M0233,CARD
NM-002673,06/04/2569 08:02,B01,,1,55,M0233,CARD
NM-002674,06/04/2569 09:26,B01,,3,55,,CARD
NM-002675,06/04/2569 09:29,C02,M,1,55,,QR
NM-002675,06/04/2569 09:29,B01,,1,55,,QR
NM-002675,06/04/2569 09:29,C03,M,1,65,,QR
NM-002676,06/04/2569 10:01,C03,L,2,75,M0056,QR
NM-002676,06/04/2569 10:01,B03,,1,85,M0056,QR
NM-002677,06/04/2569 10:09,C04,M,3,65,,QR
NM-002678,06/04/2569 10:11,C02,L,2,65,M0731,QR
NM-002679,06/04/2569 10:32,C03,L,1,75,,CASH
NM-002680,06/04/2569 10:44,C06,M,1,75,,QR
NM-002681,06/04/2569 11:37,T02,M,2,70,M0566,CARD
NM-002682,06/04/2569 11:52,T02,M,1,70,M0330,QR
NM-002682,06/04/2569 11:52,T01,S,1,45,M0330,QR
NM-002683,06/04/2569 11:55,C04,S,1,55,,CASH
NM-002683,06/04/2569 11:55,C06,M,1,75,,CASH
NM-002684,06/04/2569 12:01,B02,,2,50,,CASH
NM-002685,06/04/2569 12:19,C03,M,1,65,,QR
NM-002685,06/04/2569 12:19,B03,,1,85,,QR
NM-002686,06/04/2569 12:35,T01,L,1,65,M0565,QR
NM-002686,06/04/2569 12:35,B02,,1,50,M0565,QR
NM-002687,06/04/2569 13:07,T04,M,2,60,,CASH
NM-002687,06/04/2569 13:07,B03,,1,85,,CASH
NM-002688,06/04/2569 13:22,C02,M,1,,,QR
NM-002688,06/04/2569 13:22,B03,,1,85,,QR
NM-002689,06/04/2569 13:37,C01,M,1,55,,CASH
NM-002689,06/04/2569 13:37,B04,,1,75,,CASH
NM-002690,06/04/2569 14:15,B01,,1,55,,QR
NM-002691,06/04/2569 14:26,C03,S,1,55,M0123,CARD
NM-002691,06/04/2569 14:26,T02,M,1,70,M0123,CARD
NM-002692,06/04/2569 14:48,C05,L,1,80,,QR
NM-002692,06/04/2569 14:48,B02,,1,50,,QR
NM-002693,06/04/2569 16:17,C02,M,2,55,,QR
NM-002693,06/04/2569 16:17,T02,M,1,70,,QR
NM-002694,06/04/2569 16:25,C06,M,1,75,,QR
NM-002695,06/04/2569 16:41,T02,M,1,70,M0375,QR
NM-002695,06/04/2569 16:41,B02,,1,50,M0375,QR
NM-002696,06/04/2569 18:02,C02,M,1,55,,QR
NM-002696,06/04/2569 18:02,B01,,1,55,,QR
NM-002697,07/04/2569 07:48,C06,L,2,85,,CARD
NM-002698,07/04/2569 08:07,C02,S,1,45,M0369,QR
NM-002698,07/04/2569 08:07,B01,,1,55,M0369,QR
NM-002699,07/04/2569 08:11,C06,M,1,75,,QR
NM-002700,07/04/2569 09:06,C02,M,1,55,,QR
NM-002701,07/04/2569 09:28,C04,S,1,55,M0190,QR
NM-002702,07/04/2569 09:30,C05,M,1,70,,CARD
NM-002703,07/04/2569 09:44,T03,M,3,50,M0330,QR
NM-002704,07/04/2569 09:48,C03,M,1,65,M0464,CARD
NM-002704,07/04/2569 09:48,C03,M,1,65,M0464,CARD
NM-002704,07/04/2569 09:48,B03,,1,85,M0464,CARD
NM-002705,07/04/2569 10:42,T04,S,1,50,M0427,CASH
NM-002706,07/04/2569 10:45,C06,M,1,75,,QR
NM-002707,07/04/2569 10:52,T02,L,1,80,,QR
NM-002708,07/04/2569 11:01,T03,M,1,50,M0427,QR
NM-002709,07/04/2569 11:21,C02,M,1,55,,CASH
NM-002709,07/04/2569 11:21,B01,,1,55,,CASH
NM-002709,07/04/2569 11:21,T04,M,1,60,,CASH
NM-002710,07/04/2569 12:01,C02,S,1,45,M0018,QR
NM-002711,07/04/2569 12:24,B02,,1,50,M0378,QR
NM-002712,07/04/2569 13:19,T01,M,1,55,,QR
NM-002713,07/04/2569 13:41,T02,M,2,70,,QR
NM-002714,07/04/2569 13:47,T04,M,1,60,,QR
NM-002715,07/04/2569 13:50,C04,L,2,75,M0432,QR
NM-002716,07/04/2569 14:00,B04,,1,75,,CASH
NM-002717,07/04/2569 14:19,C05,S,1,60,,QR
NM-002717,07/04/2569 14:19,B02,,1,50,,QR
NM-002718,07/04/2569 14:34,C03,S,1,55,,CARD
NM-002719,07/04/2569 14:36,B01,,1,55,M0412,QR
NM-002720,07/04/2569 14:42,B03,,1,85,,QR
NM-002721,07/04/2569 15:23,T01,L,2,65,M0039,QR
NM-002722,07/04/2569 15:25,T04,S,1,50,,QR
NM-002723,07/04/2569 15:29,C03,L,1,75,,QR
NM-002723,07/04/2569 15:29,C04,M,1,65,,QR
NM-002724,07/04/2569 15:48,C03,M,1,65,M0252,QR
NM-002724,07/04/2569 15:48,B03,,1,85,M0252,QR
NM-002725,07/04/2569 16:31,C03,M,1,65,,QR
NM-002725,07/04/2569 16:31,B03,,1,85,,QR
NM-002726,07/04/2569 16:45,T03,S,1,40,M0481,QR
NM-002726,07/04/2569 16:45,B04,,1,75,M0481,QR
NM-002727,07/04/2569 17:12,T04,M,2,60,,CARD
NM-002727,07/04/2569 17:12,B03,,1,85,,CARD
NM-002728,07/04/2569 18:51,T02,S,1,60,,QR
NM-002729,07/04/2569 19:15,T04,M,1,60,,QR
NM-002730,08/04/2569 07:41,C03,M,1,65,M0482,QR
NM-002731,08/04/2569 09:04,C02,M,1,55,,CARD
NM-002731,08/04/2569 09:04,B01,,1,55,,CARD
NM-002732,08/04/2569 09:13,C04,S,1,55,M0530,CASH
NM-002733,08/04/2569 09:31,B02,,1,50,,CASH
NM-002733,08/04/2569 09:31,B03,,1,,,CASH
NM-002734,08/04/2569 09:59,T01,M,1,55,M0166,CASH
NM-002735,08/04/2569 10:34,T01,S,2,45,,QR
NM-002735,08/04/2569 10:34,T03,M,1,50,,QR
NM-002736,08/04/2569 11:42,C04,S,1,55,,QR
NM-002737,08/04/2569 12:44,T03,L,1,60,M0180,QR
NM-002738,08/04/2569 13:11,C06,M,1,75,,QR
NM-002738,08/04/2569 13:11,C01,L,1,65,,QR
NM-002739,08/04/2569 13:16,C03,M,1,65,,QR
NM-002740,08/04/2569 14:08,C04,S,1,55,,QR
NM-002741,08/04/2569 14:39,C02,L,1,65,,CARD
NM-002742,08/04/2569 14:41,C05,S,1,60,,CASH
NM-002742,08/04/2569 14:41,B01,,1,55,,CASH
NM-002743,08/04/2569 14:43,C03,M,2,65,,CASH
NM-002743,08/04/2569 14:43,B03,,1,85,,CASH
NM-002744,08/04/2569 15:21,T04,S,2,50,,CARD
NM-002745,08/04/2569 15:30,B01,,1,55,,QR
NM-002746,08/04/2569 15:38,C02,L,1,65,,QR
NM-002747,08/04/2569 15:49,T02,M,1,70,M0759,QR
NM-002748,08/04/2569 15:50,T01,M,100,55,,CARD
NM-002749,08/04/2569 17:34,T02,L,1,80,,CARD
NM-002750,08/04/2569 18:40,C03,M,1,65,,QR
NM-002750,08/04/2569 18:40,B03,,1,85,,QR
NM-002750,08/04/2569 18:40,T05,L,1,,,QR
NM-002751,08/04/2569 18:42,B01,,1,55,M0204,QR
NM-002752,08/04/2569 18:48,C02,M,1,55,M0280,QR
NM-002753,09/04/2569 09:02,B02,,3,50,,QR
NM-002754,09/04/2569 09:15,T03,M,1,50,,QR
